HSCode,AppliedTariff
550912,5.0
551319,8.0
551443,8.0
551631,8.0
551634,8.0
560221,8.0
560900,8.0
570190,6.0
570299,6.0
570329,4.0
570490,4.0
580632,8.0
600641,8.0
610341,6.0
610349,6.0
610449,6.0
610620,8.0
620120,6.0
620469,6.0
621132,6.0
630900,6.0
631010,6.0
640319,10.0
640510,12.0
650699,7.33333333333333
681019,10.0
681389,10.0
690721,7.0
700100,12.0
700232,12.0
700910,10.0
710491,4.0
711711,10.0
720211,2.0
720529,2.0
721050,8.0
721430,7.0
722511,3.0
722599,5.0
730110,7.0
730711,5.0
730840,8.0
731589,8.0
731811,8.0
731823,8.0
732111,7.0
732599,8.0
740620,5.33333333333333
750711,6.0
761090,6.0
761300,7.5
761520,8.0
800300,8.0
810199,6.5
810690,5.5
811269,5.5
820310,8.0
820320,8.0
820760,8.0
820830,8.0
821290,7.0
821300,7.0
830120,9.0
840681,5.33333333333333
842112,7.5
842122,8.0
842211,8.0
842220,8.0
842441,8.0
843241,4.0
843629,8.0
843680,8.0
843999,6.0
844140,12.0
844513,8.0
844711,8.0
844811,8.0
845129,8.0
845420,8.0
845510,12.0
845929,9.0
846251,8.5
846259,9.0
847190,0.0
847490,5.0
847689,6.0
847759,5.0
848079,5.0
848140,5.0
850163,10.0
850640,8.0
850790,9.0
851490,4.0
851539,10.0
851779,0.0
851822,0.0
851890,0.0
852582,0.0
852729,0.0
853229,0.0
853929,5.4
854012,8.0
854239,0.0
870110,9.0
870230,15.0
870990,8.0
880623,1.75
890510,3.0
890800,3.0
901050,0.0
901290,0.0
901490,0.0
901839,4.0
902410,0.0
902580,11.0
902830,0.0
903180,2.0
910291,10.0
910990,16.0
911430,14.0
920930,10.0
940159,0.0
940171,0.0
940340,0.0
940519,5.0
961210,8.0
030357,7.0
030454,7.0
030520,7.0
030562,7.0
030579,7.0
030739,10.0
030784,10.0
030890,5.25
040140,15.0
040210,10.0
040229,10.0
050510,10.0
060315,10.0
060319,10.0
070930,13.0
071333,3.75
080252,10.0
091012,15.0
100410,0.0
110313,65.0
120230,0.0
120400,15.0
010310,0.0
121291,20.0
130232,10.0
140420,4.0
150120,10.0
150990,10.0
151010,10.0
151211,9.0
151550,12.0
010229,10.0
010392,10.0
020744,20.0
020830,23.0
020850,23.0
030111,10.0
030195,3.5
030213,10.0
030243,7.0
030311,7.0
030331,8.5
030399,7.0
030442,7.0
030619,7.0
030635,5.0
030771,6.66666666666667
030799,7.0
040620,12.0
041010,20.0
050400,19.1428571428571
050610,12.0
050800,12.0
060390,23.0
060490,16.5
070690,13.0
071159,13.0
071290,13.0
071390,3.5
080270,24.0
090831,3.0
100630,65.0
100850,1.5
110419,20.0
110900,18.0
120241,15.0
120730,7.5
010129,10.0
020321,12.0
020621,12.0
030236,7.0
030282,7.0
030285,7.0
030449,7.0
030469,7.0
030612,7.0
030693,7.0
030699,7.0
030781,5.0
040320,10.0
040630,12.0
040891,20.0
070190,13.0
070956,13.0
070959,13.0
070991,13.0
070992,13.0
071239,13.0
071335,7.0
071440,13.0
080132,10.0
080261,12.0
080291,24.0
090121,15.0
090190,20.0
090422,20.0
100390,3.0
110311,65.0
110620,20.0
010420,5.0
020725,20.0
020742,20.0
030194,4.66666666666667
030441,7.0
030462,7.0
030552,7.0
030749,11.0
040410,6.0
071040,10.0
071220,13.0
080390,10.0
080510,11.0
080529,12.0
080550,11.0
080930,10.0
090962,17.5
100590,65.0
110710,10.0
120922,0.0
140490,10.0
151321,9.0
160100,5.0
160529,5.0
160551,5.0
160561,5.0
160562,5.0
170410,12.0
200310,5.0
200911,7.5
200941,5.0
200949,5.0
200979,10.0
230660,5.0
230910,15.0
240220,25.0
250590,3.0
251720,3.0
251810,3.0
252330,5.0
260400,0.0
270720,6.0
280440,5.0
280540,5.0
280620,5.0
280920,2.33333333333333
281700,5.0
282590,5.0
284150,5.5
284290,5.5
290344,5.5
290374,5.5
290394,5.5
290399,5.5
290420,5.5
290531,5.5
290629,5.5
291212,5.5
291590,5.5
291829,6.5
292029,6.5
292122,6.5
292145,6.5
293141,6.5
293292,6.5
293321,6.5
293369,6.4
293628,4.0
294200,6.5
310230,4.0
310530,50.0
320418,6.5
320650,6.5
330510,3.0
330690,3.0
360610,6.0
370110,20.0
380290,10.0
380400,6.5
382768,6.5
390769,6.5
390920,6.5
391190,6.5
391390,6.5
392062,6.5
392340,10.0
400599,8.0
400941,10.0
401290,15.6666666666667
410229,10.5
410441,5.0
410691,14.0
420221,6.0
420330,6.0
430390,10.0
440111,0.0
440122,0.0
440149,0.0
440410,6.0
441012,4.0
441019,4.0
460192,7.0
470419,0.0
470691,0.0
480439,2.0
480540,6.0
481920,5.0
500710,8.0
510320,11.25
510810,5.0
520943,8.0
521221,8.0
530121,6.0
550390,5.0
550490,5.0
550911,5.0
551030,5.0
551341,8.0
551622,8.0
560393,8.0
580210,8.0
580900,8.0
600330,8.0
600410,8.0
600522,8.0
610431,6.0
610899,6.0
611231,8.0
620429,8.0
620530,6.0
630229,6.0
630619,6.0
660199,4.0
680430,8.0
681182,8.0
690919,8.0
701110,12.0
701342,7.0
701590,14.0
701890,15.0
701919,8.0
701973,10.0
710399,4.0
720120,1.0
720421,0.0
720915,6.0
721113,6.0
721230,8.0
721250,8.0
721399,5.0
721632,6.0
722620,3.0
722710,3.0
722810,3.0
730890,4.0
731439,7.0
731813,8.0
732510,7.5
740322,1.0
740400,1.5
740819,4.0
740990,7.0
741121,7.0
741129,7.0
741220,7.0
750512,6.0
750890,5.33333333333333
760820,8.0
761410,6.0
820130,8.0
820150,8.0
820520,8.0
840110,2.0
840211,6.5
840682,5.0
841191,1.0
841490,7.5
841850,9.0
841981,10.0
842129,2.5
842539,7.5
842930,4.0
843311,6.0
843820,8.0
843920,8.0
844090,8.0
844820,6.0
845310,8.0
845530,8.0
846023,9.0
846150,12.0
846229,9.0
846810,9.0
847090,0.0
847160,0.0
847410,5.0
847981,9.0
848180,6.66666666666667
850720,10.0
851529,10.0
851629,7.0
852499,4.5
852550,0.0
852610,0.0
852721,7.5
853110,10.0
853120,0.0
853225,0.0
854442,0.0
860791,3.0
870310,15.0
870350,15.0
870822,6.0
900150,7.0
900190,2.0
900659,9.0
901110,0.0
901180,0.0
901480,0.0
901540,0.0
901710,8.0
901849,4.0
902620,0.0
902820,10.0
910610,10.0
920810,10.0
930310,13.0
950430,0.0
950662,6.0
970199,6.0
110819,20.0
120729,15.0
140190,10.0
150410,12.0
151219,9.0
151590,20.0
152190,20.0
152200,20.0
160521,5.0
170490,10.0
180400,22.0
200600,5.0
200850,5.0
200870,5.0
210230,25.0
220190,5.0
220291,5.0
230110,3.5
230120,3.5
240399,57.0
250100,0.75
252210,5.0
260120,0.0
270210,3.0
281211,5.0
282751,5.0
284161,5.5
290376,5.5
291830,6.5
292090,6.5
292112,6.5
292142,6.5
292521,6.5
293120,6.5
293153,6.5
293212,6.0
293354,6.5
293510,6.5
293530,6.5
294190,5.33333333333333
300410,0.0
300670,6.5
320415,6.5
330420,5.0
330710,3.0
340290,6.5
340391,10.0
370232,5.0
370500,0.0
370710,8.0
380120,6.5
380690,6.5
380892,7.5
380993,6.5
381090,6.5
381700,6.5
382313,16.0
382530,6.5
382763,6.5
390319,6.5
390519,10.0
390770,6.5
391000,6.5
391590,6.5
392049,6.5
392113,7.75
400249,7.5
401695,18.0
420291,6.0
430180,20.0
430220,20.0
440121,0.0
440311,0.0
440396,0.0
440500,6.0
450190,0.0
450390,8.0
460121,7.0
460212,7.0
470321,0.0
480254,6.0
480300,5.0
480411,5.0
480429,5.0
480449,2.0
480512,6.0
480530,6.0
480840,6.0
481022,5.0
490900,6.0
510710,5.0
511290,8.0
511300,8.0
520839,8.0
521031,8.0
521215,8.0
521223,8.0
530130,6.0
531090,8.0
540246,5.0
540261,5.0
540730,8.0
540793,8.0
551513,8.0
551613,8.0
551614,8.0
551642,8.0
551644,8.0
560229,8.0
560750,5.0
570232,6.0
570241,4.0
570249,6.0
581091,8.0
590220,8.0
590900,8.0
591110,8.0
600110,8.0
600192,8.0
600521,8.0
600539,8.0
610423,10.0
620220,6.0
620451,6.0
620990,10.0
621440,6.0
621790,6.0
630221,6.0
630260,6.0
630533,6.0
630790,6.0
670210,8.0
681519,10.0
681599,13.5
701333,7.0
701915,5.0
720293,2.0
720825,5.0
720827,5.0
721030,8.0
721491,3.0
722790,3.0
722880,7.0
722990,5.0
730230,8.0
730411,5.0
730431,5.33333333333333
730511,7.0
732119,7.0
732290,8.0
732391,7.0
740911,4.0
761610,8.0
811300,8.0
830170,7.0
830629,7.0
840220,10.0
840721,8.0
841182,3.0
841370,8.0
841392,6.0
841780,9.16666666666667
842132,2.5
842612,6.0
842649,8.0
842870,5.0
842920,5.0
843020,10.0
843353,8.0
844314,10.0
844842,6.0
844900,8.0
845210,9.0
845390,8.0
845921,9.0
847150,0.0
847350,0.0
847420,5.0
847590,4.0
847920,8.0
848130,5.0
848620,0.0
850132,10.0
850134,10.0
850140,10.0
850300,5.5
850811,8.0
851190,4.75
851769,0.0
851920,12.0
852380,0.0
853922,5.0
854149,0.0
854912,8.0
860500,5.0
870333,15.0
870442,15.0
870790,6.0
871120,45.0
871491,5.0
871492,5.0
880211,2.0
880212,2.0
880693,1.75
890393,10.0
900653,9.0
900720,8.0
902214,0.0
902221,1.33333333333333
910111,8.0
910820,16.0
911180,14.0
911190,14.0
920590,10.0
920600,10.0
920999,10.0
930320,13.0
940591,8.0
950611,6.0
950639,6.0
950651,6.0
950720,6.0
960920,12.0
961320,10.0
961390,10.0
970121,4.0
970522,0.0
121020,10.0
121410,5.0
130211,0.0
151229,10.0
151499,9.0
160210,5.0
010614,5.0
010641,5.0
010649,5.0
020312,20.0
020319,20.0
021099,25.0
030221,7.0
030246,7.0
030279,7.0
030332,7.0
030542,7.0
030760,3.5
030788,10.0
040150,15.0
050210,20.0
060312,10.0
070390,13.0
070993,13.0
071310,2.5
071331,1.5
071339,7.0
071450,13.0
081010,14.0
081030,25.0
081310,25.0
090210,15.0
090421,20.0
100810,2.0
100860,1.5
120923,0.0
121140,9.0
130220,20.0
150190,10.0
150500,20.0
150940,10.0
151110,9.0
160431,5.0
160555,5.0
170290,30.0
190510,10.0
200891,5.0
210330,12.0
230620,5.0
230690,5.0
240210,25.0
240499,6.5
251110,3.0
252922,3.0
270820,6.0
271019,6.54545454545455
271119,4.0
281217,5.0
281511,5.0
282490,5.0
282732,5.0
282759,5.0
283220,5.0
283522,5.0
284390,5.5
290211,2.0
290242,2.0
290243,2.0
290323,5.5
290346,5.5
290369,5.5
291634,6.5
291711,7.33333333333333
291990,6.5
292143,6.5
292411,6.5
293080,6.5
293110,6.5
293331,6.0
293626,4.0
293810,6.5
293944,4.0
300450,0.0
310430,3.0
321390,6.5
330119,20.0
350699,10.0
360340,9.0
380852,9.0
380891,9.0
381119,6.5
382492,6.5
382569,6.5
390512,10.0
390950,6.5
391733,6.5
392119,7.75
400122,20.0
400260,4.0
400280,7.5
400911,10.0
401019,10.0
410221,11.5
410510,12.0
430230,20.0
440719,0.0
440831,4.5
441830,4.0
442191,0.0
460129,7.0
481200,6.0
481960,5.0
482040,5.0
482110,6.0
490300,0.0
491110,3.0
511219,8.0
520210,10.0
520511,5.0
520528,5.0
520625,5.0
520833,8.0
521120,8.0
530390,5.0
540110,5.0
540783,8.0
540831,8.0
551599,8.0
570231,4.0
570310,6.0
570390,6.0
580122,8.0
580133,8.0
580620,8.0
590410,6.0
610711,6.0
611521,6.0
620322,8.0
620431,6.0
620721,6.0
630493,6.0
630532,6.0
680100,12.0
680291,12.5
681280,10.0
681410,8.0
681591,10.0
690490,15.0
690911,8.0
700992,12.0
701966,10.0
711039,1.5
711620,10.0
720241,2.0
720410,2.0
720890,6.0
721069,8.0
721123,6.0
721210,5.0
722100,6.0
722300,6.0
730423,4.0
730590,6.0
730629,3.0
730690,6.0
730799,4.0
731419,7.0
731511,8.0
731512,8.0
731821,8.0
732490,7.0
740729,7.0
741980,8.57142857142857
760110,5.0
761210,9.0
761699,8.0
780200,1.5
810299,8.0
810921,3.0
811299,6.0
820790,8.0
821195,7.0
830220,9.0
830610,8.0
830790,8.0
841012,8.0
841111,1.0
841121,2.0
841360,10.0
841830,8.66666666666667
841899,9.0
841950,5.0
842720,9.0
842911,7.0
843410,8.0
843510,8.0
843830,8.0
844720,8.0
844839,6.0
845931,9.0
846130,12.0
846222,9.0
846226,9.0
846242,9.0
846263,9.0
846330,9.0
846420,0.0
846630,7.0
847521,2.5
847720,5.0
847979,0.0
847990,0.0
848230,8.0
848420,8.0
848530,6.5
848590,4.71428571428571
850164,7.16666666666667
851010,8.0
851432,0.0
852862,8.33333333333333
852871,0.0
853321,0.0
853932,8.0
853951,6.0
854110,0.0
854310,5.0
854460,9.4
854710,7.0
860692,5.0
860729,3.0
870380,15.0
870423,15.0
870880,6.0
871160,45.0
871639,10.0
880621,1.75
890400,9.0
901814,5.0
901841,4.0
901910,7.0
902990,6.0
903039,0.0
903149,0.0
903210,7.0
903289,7.0
910191,8.0
920994,10.0
930690,13.0
940180,0.0
940529,10.0
950490,0.0
950590,0.0
950829,6.0
961380,10.0
970192,6.0
970390,1.0
180200,10.0
200210,5.0
200799,5.0
200811,5.0
200819,5.0
220890,10.0
230310,5.0
251520,3.0
251611,4.0
252230,5.0
260700,0.0
271111,0.0
271320,8.0
280200,5.0
281990,5.0
283525,5.0
284019,5.0
284329,5.5
284430,5.0
284510,5.0
290539,4.75
290943,5.5
291419,5.5
291439,4.75
291471,5.5
291521,5.5
291533,5.5
292129,6.5
292242,5.5
292424,6.5
293355,6.5
293520,6.5
293624,4.0
293719,4.0
293919,4.0
293961,4.0
293972,4.0
294130,4.0
300460,0.0
310229,4.0
310319,4.0
310390,4.0
320300,6.5
330290,10.0
340241,6.5
350510,12.0
360360,9.0
381111,6.5
381190,6.5
381210,6.0
381400,10.0
382410,6.5
382486,6.5
382499,6.85714285714286
382711,6.5
382713,6.5
382739,6.5
390290,6.5
390530,14.0
391690,10.0
391710,10.0
391732,6.5
392030,6.5
392114,10.0
392330,6.5
400211,7.5
400299,6.33333333333333
401011,10.0
401035,10.0
401036,10.0
401219,20.0
410330,9.0
420229,10.0
420329,10.0
440290,6.0
440341,0.0
440398,0.0
440722,0.0
441193,4.0
470411,0.0
480261,5.0
480920,6.0
481092,5.0
481310,7.5
481940,5.0
490290,0.0
510521,38.0
510910,6.0
520522,5.0
520535,5.0
520813,8.0
521011,8.0
521021,8.0
521119,8.0
521143,8.0
540120,5.0
540219,5.0
540220,5.0
540252,5.0
540743,8.0
540751,8.0
540794,8.0
550311,5.0
550520,5.0
551449,8.0
551511,8.0
551691,8.0
560600,5.0
580110,8.0
580131,8.0
580300,8.0
580500,6.0
580631,8.0
590500,8.0
600191,8.0
600538,8.0
600541,8.0
610190,9.0
610310,9.33333333333333
610432,6.0
610610,6.0
610831,6.0
610891,6.0
611239,6.0
611420,6.0
620349,6.0
620422,8.0
620630,6.0
620821,6.0
621149,6.0
630130,6.0
630491,6.0
640220,10.0
640420,10.0
660191,4.0
670411,8.0
680410,8.0
680620,10.0
681099,9.0
690220,8.0
690310,8.0
700420,15.0
701190,11.0
701510,15.0
701720,8.0
701961,10.0
710410,4.0
720449,0.0
721020,4.0
721610,3.0
722012,6.0
722230,6.0
722410,2.0
722692,3.0
730210,6.0
730490,4.0
730661,3.0
730729,8.0
731700,8.0
732611,8.0
740311,2.0
740312,2.0
740610,5.4
740811,4.0
741012,7.0
741110,4.0
741122,7.0
741529,8.0
750120,3.0
750210,3.0
760719,6.0
810110,6.0
811292,3.0
820570,8.0
820890,8.0
830910,9.0
841382,8.0
841410,4.0
841710,10.0
841912,8.0
842290,8.33333333333333
842310,6.0
842840,5.0
842890,6.0
844230,0.0
844511,8.0
844831,6.0
845140,8.0
845811,9.0
846012,9.0
846261,9.0
846490,0.0
846711,8.0
846880,9.0
847340,0.0
847930,8.0
847971,0.0
848330,6.0
848360,8.0
850870,3.0
850980,8.0
851671,7.0
851672,7.0
852341,0.0
852873,7.0
853339,0.0
853590,10.0
853931,8.0
854071,8.0
854290,0.0
854390,0.0
854590,10.0
854690,10.0
860799,3.0
870290,15.0
870840,6.0
870919,10.0
880699,3.0
890200,7.5
890312,10.0
890520,6.0
900220,3.8
900510,10.0
901380,9.66666666666667
901410,0.0
901720,0.0
902121,4.0
902213,0.0
903082,0.0
910121,8.0
910511,15.0
920790,12.0
010594,5.0
010639,8.0
020130,12.0
020311,20.0
020741,20.0
021012,25.0
030245,7.0
030255,7.0
030354,7.0
030444,7.0
030445,7.0
030451,7.0
030453,7.0
030475,7.0
030492,7.0
030495,7.0
030719,10.0
030729,8.5
040120,15.0
070110,13.0
070820,13.0
070955,13.0
071234,13.0
071332,1.5
071430,13.0
080232,20.0
080241,25.0
080262,24.0
080540,12.0
081020,25.0
090230,15.0
100840,1.5
100890,1.5
150290,8.0
150420,12.0
150600,20.0
151511,15.0
151630,25.0
200520,5.0
200559,5.0
200860,5.0
200897,5.0
210210,25.0
240120,10.0
240412,6.5
240419,31.75
251511,4.0
251612,4.0
252020,5.0
260200,0.0
260500,0.0
261000,0.0
261690,0.0
271500,8.0
281520,5.0
281810,5.0
282919,5.0
283539,5.0
284321,5.5
284530,5.0
290341,5.5
290371,5.5
290379,5.5
290435,5.5
290715,5.5
290722,5.5
291242,5.5
291713,6.5
291737,6.5
291822,6.25
292141,6.5
293010,6.5
293149,6.5
293213,6.0
293319,6.25
293333,6.5
293540,6.5
293590,6.5
293943,4.0
300590,5.0
310260,4.0
310540,4.0
320730,5.0
321410,9.0
330112,20.0
330300,3.0
330499,1.0
350190,10.0
360690,6.0
381512,6.5
382481,6.5
382487,6.5
382491,6.5
382765,6.5
390220,6.5
390410,6.5
390610,6.5
392073,6.5
400700,14.0
401410,0.0
420310,6.0
440324,0.0
440394,0.0
440691,0.0
440791,0.0
441259,5.5
441300,6.0
450200,8.0
470200,0.0
470329,0.0
470610,0.0
470710,0.0
480630,6.0
481149,6.0
520514,5.0
520541,5.0
520611,5.0
520641,5.0
520642,5.0
520823,8.0
520959,8.0
521141,8.0
521142,8.0
540245,5.0
540247,5.0
540333,5.0
540500,5.0
540769,8.0
550620,5.0
551130,5.0
560314,8.0
560741,5.0
570291,6.0
580123,8.0
580230,8.0
590210,8.0
591120,8.0
600610,8.0
610832,6.0
611030,6.0
611430,8.0
611595,6.0
611699,6.0
611790,6.0
620312,8.0
620319,8.0
620419,8.0
620432,6.0
620443,8.0
620892,6.0
621390,6.0
630210,6.0
630800,6.0
680223,10.0
710310,3.0
710510,0.0
720690,2.0
721730,8.0
721899,2.0
722530,3.0
722550,3.0
730120,7.0
730520,7.0
731441,8.0
741539,8.0
741820,9.0
741920,9.0
750720,6.0
790310,6.0
810330,6.0
810590,8.0
810929,3.0
820291,8.0
820412,8.0
821520,7.0
830150,9.0
830242,9.0
830400,9.0
840690,2.0
841290,5.0
841319,10.0
841330,3.0
841690,6.0
842489,0.0
843061,6.0
843143,4.33333333333333
844190,8.0
845020,10.0
845180,8.0
845690,0.0
846320,9.0
846410,0.0
846591,9.0
846620,7.0
846719,8.0
847431,7.0
847621,11.0
847681,11.0
847960,8.0
848020,8.0
848030,8.0
848071,0.0
850610,8.0
851130,6.5
851290,8.0
851690,6.0
851714,0.0
852359,0.0
852849,0.0
853290,0.0
853620,9.0
854099,8.0
854142,0.0
854520,10.0
854939,6.5
860711,3.0
870129,6.0
870130,6.0
870191,8.0
870443,15.0
870710,6.0
870810,6.0
870891,6.0
871140,40.0
871640,10.0
880230,4.0
900219,3.8
901590,0.0
901812,1.46666666666667
902190,0.0
903090,0.0
910529,10.0
911012,16.0
911019,16.0
920290,10.0
920992,10.0
930400,13.0
930599,13.0
930629,13.0
940421,10.0
940592,8.0
950420,0.0
960330,7.33333333333333
960720,6.0
970529,0.0
940199,3.0
940350,0.0
940541,8.5
950631,6.0
960329,6.0
960711,6.0
961900,4.5
970122,6.0
160553,5.0
170220,30.0
170390,8.0
180500,15.0
010599,8.0
020410,15.0
020442,12.0
020629,12.0
020630,20.0
020711,20.0
020752,20.0
030244,7.0
030367,7.0
030456,7.0
030543,14.0
030779,10.0
030910,7.0
040390,20.0
040640,15.0
040711,0.0
050790,8.0
060311,10.0
070810,13.0
070952,13.0
071022,13.0
071340,3.5
080420,30.0
080610,13.0
081090,20.25
081110,30.0
091011,15.0
100610,65.0
110422,20.0
121300,12.0
151319,9.0
160417,5.0
170199,50.0
190410,10.0
200570,5.0
200929,5.0
200971,5.0
210130,12.0
220299,5.0
220510,65.0
220710,40.0
220820,10.0
230641,5.0
240290,25.0
252921,3.0
261310,0.0
271112,5.0
271410,6.0
281112,5.0
281910,5.0
283210,5.0
284590,5.0
285000,5.5
290290,2.0
290516,5.5
290612,5.5
290721,5.5
290919,5.5
290920,5.5
290949,4.75
291020,5.5
292024,6.5
292119,6.14285714285714
292217,6.5
292231,6.5
293020,6.5
293090,6.5
293152,6.5
294140,4.0
300120,3.0
300190,3.0
300212,3.0
300343,5.0
300420,0.0
310560,4.0
320412,6.5
330129,18.75
350520,20.0
380510,6.5
381129,6.5
381590,6.5
382311,16.0
382460,14.0
382762,6.5
390461,10.0
390931,6.5
391231,6.5
391910,6.5
392063,10.0
392091,6.5
400291,7.5
401034,8.0
410712,5.5
411330,14.0
440321,0.0
440721,0.0
440795,0.0
441520,6.0
441990,0.0
470693,0.0
480421,5.0
480431,2.0
480451,2.0
480525,6.0
481620,6.0
481830,5.0
520644,5.0
520645,5.0
540822,8.0
550210,4.0
550290,5.0
550962,5.0
551120,5.0
551299,8.0
551621,8.0
551633,8.0
560210,8.0
560392,8.0
570239,6.0
570331,4.0
580137,8.0
580410,8.0
610220,8.0
610443,8.0
610839,6.0
611012,6.0
611019,6.0
620140,8.0
620329,8.0
620620,6.0
620640,8.0
620711,6.0
620811,6.0
630232,6.0
630640,6.0
640291,10.0
640320,14.0
640610,6.0
650200,8.0
680520,8.0
680610,10.0
680690,10.0
681291,10.0
690590,15.0
690722,7.0
691010,7.0
691090,7.0
691190,7.0
700239,12.0
701120,10.0
701400,12.5
701710,0.0
702000,8.75
711319,9.0
720270,2.0
720839,3.0
720840,6.0
720925,6.0
721061,8.0
721220,8.0
721669,3.0
730451,4.0
731822,8.0
732020,7.0
732429,7.0
750511,6.0
760200,1.5
761010,9.0
761290,9.0
811229,3.0
820220,8.0
821591,7.0
830510,9.0
841112,1.0
841459,6.4
841790,7.0
842199,4.0
842549,7.5
842620,10.0
842630,6.0
842839,5.0
843120,6.0
843590,6.0
843691,6.0
844391,0.0
844519,8.0
844520,8.0
845121,8.0
846211,9.0
846233,7.0
846262,9.0
846595,9.0
847321,0.0
847480,5.0
847730,5.0
848220,8.0
848390,8.0
848710,6.0
850519,7.0
850660,8.0
850860,0.0
850990,6.0
851110,8.0
851621,7.0
851711,0.0
852190,0.0
852329,0.0
852713,0.0
852869,12.5
853080,8.0
853630,0.0
853649,10.0
853941,8.0
854089,8.0
854919,8.0
860400,4.2
870240,15.0
870421,15.0
870490,15.0
870600,6.0
870892,6.0
870893,6.0
880720,1.0
890332,10.0
900410,7.0
900580,6.5
900850,11.2
900890,8.0
901010,11.0
901520,0.0
902139,4.0
902490,0.0
902590,0.0
902790,0.0
910521,15.0
910591,8.5
911110,14.0
911120,14.0
920710,12.0
930621,13.0
950619,6.0
950632,6.0
950640,6.0
960390,6.0
960860,12.0
961511,6.0
190230,10.0
200840,5.0
200931,5.0
210320,12.0
220422,20.0
220860,10.0
230650,5.0
230990,5.75
240391,57.0
250410,3.0
251710,4.0
251990,3.0
252010,5.0
253010,5.0
270750,7.0
270900,0.0
280470,5.0
282300,5.0
282710,4.5
282990,5.0
283190,5.0
283630,5.0
283650,5.0
020322,12.0
020622,12.0
020680,20.0
020755,20.0
021019,25.0
030199,4.42857142857143
030259,7.0
030272,10.0
030343,7.0
030344,7.0
030363,7.0
030443,7.0
030463,7.0
030539,7.0
030564,10.0
030822,10.0
040110,15.0
050690,12.0
070511,10.0
070920,13.0
070951,13.0
070999,13.0
080299,24.5
090520,15.0
090822,8.0
090932,15.0
091099,15.0
100710,0.0
180100,8.0
200580,5.0
200710,5.0
200912,30.0
210390,12.0
220110,5.0
260600,0.0
260900,0.0
262060,4.0
280110,5.0
280130,5.0
280511,5.0
281000,5.0
281820,5.0
283324,5.0
283327,5.0
283526,5.0
283529,5.0
283531,5.0
284169,5.5
284310,5.5
285290,5.5
290121,2.0
290343,5.5
290519,5.5
290611,5.0
290960,5.5
291211,5.5
291429,5.5
291462,5.5
291816,6.5
292030,6.5
292250,6.5
292390,6.5
293337,6.5
293621,4.0
293723,4.0
293890,6.5
