HSCode,AppliedTariff
080440,4.73
080280,0.45
080241,0.0
080122,0.0
070940,5.91666666666667
060315,6.4
040711,0.22
040291,7.93
030812,0.0
030788,0.0
030694,0.0
030636,0.0
030615,0.0
030541,5.0
030531,0.0
030495,3.0
030487,0.0
030485,0.0
030351,0.0
030289,1.5
021091,2.3
021019,0.1
021012,0.23
020690,0.0
020430,0.09
961700,7.05
961320,9.0
960810,7.99
960110,0.0
950651,4.1
950640,5.1
950590,0.0
950430,0.0
940599,2.475
940521,4.53333333333333
940210,0.0
940179,0.0
911430,5.8
911310,4.5
911090,3.94333333333333
910299,3.515
910111,4.75
903089,0.0
901920,0.0
901720,2.83333333333333
900792,3.5
900720,2.1
870443,25.0
854931,0.0
854620,3.0
854081,4.2
854079,3.5
853951,0.0
853710,2.025
853661,2.7
853225,0.0
853222,0.0
851390,8.0
851180,1.0
850610,2.7
847981,0.0
847910,0.0
847710,1.03333333333333
847590,0.0
846520,2.76666666666667
846269,4.4
846251,4.4
846029,4.4
845929,4.2
845611,1.96666666666667
845590,0.0
845430,0.0
845420,0.0
844610,0.0
843920,0.0
843780,0.0
843360,0.0
842219,0.0
841861,0.0
841690,0.0
841391,0.625
840731,0.0
821193,6.19
820840,0.0
811251,4.0
810890,6.83333333333333
810295,6.6
790500,2.8
731813,5.7
731811,12.5
731589,1.8
731519,0.0
730810,0.0
730629,0.0
730539,0.0
722920,0.0
722880,0.0
722840,0.0
722620,0.0
722540,0.0
722219,0.0
721661,0.0
721410,0.0
720719,0.0
720429,0.0
720390,0.0
720150,0.0
711620,4.48333333333333
711049,0.0
710691,1.5
701915,4.3
700729,4.9
690912,4.0
681320,0.0
681011,3.2
680919,3.0
680292,4.9
670300,0.0
650400,6.21666666666667
640419,19.6972727272727
640359,5.2
630539,8.4
630419,8.82
621430,5.3
620711,6.1
620640,14.6025
620459,12.2
620444,11.9333333333333
611595,11.75
611530,8.65
611420,10.8
610469,12.075
610444,14.9
610343,19.8366666666667
600122,17.2
580632,6.1
580127,14.5
570390,3.8
570339,6.0
560750,8.09333333333333
560312,0.0
560229,6.3
551692,12.0
551643,0.0
551613,14.9
550969,10.7333333333333
540720,0.0
540419,4.8
540339,9.0
540244,8.0
530610,0.0
521214,12.15
521143,8.1
521132,8.1
521111,7.7
521059,9.4
521032,10.0
521029,10.96
520951,5.7
520941,5.25
520911,6.5
520526,12.0
511230,13.0
511190,11.475
490110,0.0
480530,0.0
480451,0.0
480419,0.0
480210,0.0
470692,0.0
442019,3.2
441873,2.77142857142857
440728,0.0
440723,0.0
440500,3.2
440111,0.0
430230,5.3
430211,2.1
420310,5.35
420299,7.1
411410,3.2
401031,3.1
400931,2.5
400911,2.5
400241,0.0
392520,5.3
392490,3.3
391910,6.15
390910,3.25
390730,3.05
390490,3.25
382460,4.9
380300,0.0
370690,0.0
370191,3.7
360410,3.85
340242,1.95
340120,0.0
330749,6.0
320730,3.1
320411,5.2
310430,0.0
310210,0.0
300640,0.0
300320,0.0
300212,0.0
293979,0.0
293949,0.0
292610,6.5
292429,2.75333333333333
292340,3.1
292211,3.25
292011,0.0
291711,1.55
291513,4.6
291450,1.9
291431,5.5
290919,2.75
290819,3.0
290619,2.75
290435,3.7
290376,3.7
290242,0.0
285210,1.5
284310,5.5
281219,3.7
280490,0.0
280300,0.0
280110,0.0
271410,0.0
271311,0.0
271220,0.0
271129,0.0
270111,0.0
262190,0.0
261220,0.0
252020,0.0
251990,0.0
251720,0.0
251612,2.8
251310,0.0
251110,0.57
250620,0.0
200941,5.4
200891,0.9
200880,11.9
200710,12.0
200490,5.03333333333333
200410,7.2
190220,6.4
151550,0.11
150810,3.92
150410,1.25
121292,0.0
120300,0.0
110812,0.66
110720,0.48
110430,4.5
100790,0.33
091099,1.6625
090921,0.0
071021,1.265
070320,0.16
070310,1.43
070200,2.45666666666667
051191,0.0
040610,30.135
040520,16.5416666666667
040320,20.9775
030822,0.0
030488,0.0
030481,0.0
030474,0.0
030381,0.24
030368,0.0
030249,0.0
030241,0.0
030211,0.0
021099,2.3
021011,0.1
020725,14.32
020630,0.0
020421,2.54
010641,0.0
010420,0.1
010190,2.25
970531,0.0
961590,7.375
950826,0.0
950699,1.87142857142857
940610,2.6
940549,3.9
940440,8.6
940382,0.0
940330,0.0
930400,3.2
920994,4.2
920210,3.2
911390,4.5
910119,2.38
903300,1.1
903149,0.0
903039,0.0
902890,0.0
902219,0.0
901710,1.95
901180,0.0
900580,7.0
900290,0.0
900110,6.7
880260,0.0
870895,1.25
870810,2.5
870600,2.25
870390,2.5
870324,2.5
860800,3.8
860719,1.16666666666667
860310,5.0
854921,0.0
854914,0.0
854720,0.0
854340,2.6
854149,0.0
854060,3.0
853670,0.0
852499,0.0
851762,0.0
851680,0.0
851672,5.3
851631,3.9
851419,0.0
850790,1.725
850240,1.5
850213,1.0
850212,1.25
848071,1.03333333333333
847950,2.5
847740,3.1
846722,0.0
846693,2.625
846594,2.9
846490,2.0
846249,4.4
846242,4.4
846232,4.4
846019,4.4
845720,3.3
845390,0.0
844819,0.0
844621,1.85
844120,0.0
843999,0.0
843880,0.0
843420,0.0
843351,0.0
842691,0.0
842131,1.25
842129,0.0
841850,0.0
841590,0.7
841239,0.0
840733,0.625
840681,3.35
821000,3.7
820330,0.0
811249,4.0
811020,0.0
810999,3.7
780191,2.39
761510,3.1
760820,2.85
741810,3.0
732429,0.0
731512,0.0
731300,0.0
730900,0.0
730719,5.9
730640,0.0
730429,0.0
730422,0.0
721633,0.0
720826,0.0
720211,1.45
701971,4.3
701961,3.38333333333333
701914,4.3
701912,4.8
700711,5.5
700231,0.0
700210,1.95
681140,0.0
681099,0.0
630293,8.05
630291,9.2
621510,7.2
621490,11.3
621290,6.6
621050,5.1
620930,22.2
620421,15.78
620329,14.07
620190,1.86666666666667
620140,15.5907692307692
611529,9.3
611090,3.45
611012,10.0
610610,19.7
610230,17.9033333333333
610210,16.95
600643,10.0
600623,10.0
600537,10.0
580210,9.6
570231,6.0
570220,0.0
560600,8.0
551221,12.0
550991,12.0
550620,5.7
550319,2.15
540263,7.5
540247,8.0
530129,3.8
521224,12.15
521211,12.15
521152,8.1
521031,12.5666666666667
520841,9.3
520812,8.83333333333333
520634,9.2
520522,7.3
520300,5.98666666666667
520210,0.0
510910,4.0
510610,6.0
500500,0.0
491110,0.0
491000,0.0
481960,0.0
481200,0.0
480700,0.0
480240,0.0
010129,0.0
010410,0.0
020712,1.92
030279,1.5
030334,0.27
030383,0.0
030391,7.5
030461,0.0
030632,0.0
030639,0.0
030771,0.0
040620,34.1828
050210,0.03
060312,4.8
070390,20.0
070890,0.508
070999,14.3666666666667
071090,10.95
071420,5.25
081090,1.1
081190,5.97454545454545
081310,0.39
090922,0.0
100620,1.285
120750,0.0
120760,0.0
121490,0.0
150500,1.925
151511,1.18
160418,5.0
160558,2.5
190190,13.1505555555556
190510,0.0
190531,0.0
210120,8.84833333333333
210500,23.344
240210,5.10333333333333
250860,0.0
251512,1.5
260112,0.0
261100,0.87
261900,0.0
271500,0.0
280480,0.0
280511,5.3
280540,1.7
281211,3.7
281310,3.7
282735,3.7
283322,0.0
283429,3.3
283620,1.2
284030,3.7
285290,1.5
290219,0.0
290244,0.0
290290,0.0
290542,3.7
290544,4.9
290723,5.5
290930,3.85
291212,5.5
291249,3.67142857142857
291616,1.85
291712,6.5
292219,2.94615384615385
293080,6.5
293142,1.85
293146,1.85
293371,6.5
293372,0.0
293392,0.0
293550,6.5
293622,0.0
293962,0.0
293980,3.25
300341,0.0
300432,0.0
300670,2.5
300691,4.2
310230,0.0
310510,0.0
320649,3.41666666666667
321100,3.7
321290,3.1
340119,0.0
340239,3.85
380110,1.85
380290,4.36666666666667
380910,3.37
381220,5.75
381519,0.0
382561,0.0
382768,3.7
390610,6.3
390690,2.625
390810,3.15
391400,1.3
391610,5.8
391721,1.55
392113,5.05
392340,5.3
392510,6.3
400249,0.0
400912,1.25
401512,7.0
410791,3.2
440349,0.0
440794,0.0
441113,1.39
441911,3.2
470429,0.0
480620,0.0
481039,0.0
510219,1.1475
510710,6.0
511290,11.475
520612,9.2
520922,7.7
520942,8.4
530929,4.83333333333333
531010,0.0
540248,8.0
540261,7.5
540262,7.5
540333,8.8
540781,14.9
540833,12.466
550190,7.5
550952,12.0
551429,12.0
551591,12.0
551644,8.5
560749,5.7025
570232,7.5
570242,0.0
580230,6.2
580631,8.8
600310,10.35
600535,10.0
600544,10.0
610439,12.0
610520,22.8
610822,11.95
610831,8.5
610892,16.0
611430,25.0333333333333
620422,11.775
621149,6.83333333333333
630231,10.825
630399,11.3
630411,8.13333333333333
630493,9.3
630619,6.55
640319,4.63333333333333
650610,0.0
680620,0.0
690730,9.4
702000,3.86666666666667
710700,3.3
710813,1.36666666666667
720292,4.2
720299,4.73333333333333
720449,0.0
720840,0.0
721050,0.0
721640,0.0
721935,0.0
722599,0.0
722870,0.0
730230,0.0
730590,0.0
731029,0.0
731412,0.0
732112,0.0
732619,2.9
732690,3.21666666666667
740940,3.0
741539,3.0
750521,2.8
760429,3.53333333333333
760711,4.7
761410,4.9
810939,0.0
820900,4.6
821490,4.22666666666667
830990,2.6
831190,0.0
840710,0.0
840732,0.0
841181,1.25
841210,0.0
841520,1.4
841810,0.0
841891,0.0
842230,0.0
842611,0.0
842840,0.0
842930,0.0
843139,0.0
843239,0.0
843330,0.0
843390,0.0
844130,0.0
844331,0.0
844513,0.0
844831,3.3
844851,0.0
845020,1.0
845410,0.0
845650,2.5
846223,4.4
846390,4.4
846599,2.4
846729,0.0
847030,0.0
847130,0.0
847780,3.1
847790,3.1
848230,5.8
848490,1.25
850133,1.325
850423,1.6
850440,0.0
850490,0.0
850720,2.33333333333333
850980,1.4
851779,0.0
852691,0.0
852842,0.0
852871,0.0
852873,5.0
853223,0.0
853630,0.0
853890,2.8
854159,0.0
854790,4.6
860730,3.1
870290,2.0
870380,2.5
890332,1.5
890399,1.175
890520,0.0
890710,0.0
900140,2.0
900791,1.95
902131,0.0
902212,0.0
902290,0.9
902710,0.0
903032,0.0
903033,0.566666666666667
940159,0.0
940161,0.0
940320,0.0
940360,0.0
960200,2.5
480220,0.0
470720,0.0
470321,0.0
441850,0.0
441819,3.2
441490,3.9
441299,2.88235294117647
441292,3.2
441249,0.0
441242,0.0
440325,0.0
430160,2.55
420239,9.1
420212,14.5333333333333
410719,2.9625
401694,4.2
401610,0.0
401019,4.74
400130,0.0
400110,0.0
392112,5.625
391810,5.13333333333333
391739,1.55
390721,3.25
390110,6.5
382790,5.1
382492,2.5
381400,6.33333333333333
381010,5.0
360490,6.5
350290,0.0
340250,1.33333333333333
321590,2.45
320710,3.1
310390,0.0
300650,0.0
300490,0.0
300410,0.0
294190,0.0
293969,0.0
293945,0.0
293626,0.0
293491,0.0
293369,1.96
293334,3.25
293020,2.78333333333333
292130,2.38571428571429
292113,0.0
291714,5.35
291619,2.85
291536,2.75
291531,3.7
291422,5.5
291412,3.1
291229,2.75
290531,5.5
290517,5.0
290382,5.5
283539,3.4
283531,1.4
283330,1.6
283319,0.0
282911,0.0
282550,4.4
270730,0.0
270119,0.0
260700,3.7
260120,0.0
252510,0.0
250490,0.0
230230,0.0
200950,0.18
200897,10.25
200791,6.4
200510,11.2
180200,0.0
170490,11.48
160510,3.75
152200,3.8
140420,0.0
140110,0.0
130239,3.2
130220,0.0
121020,0.87
110510,1.64
090831,0.0
090619,0.0
080232,3.98
071029,0.584
070991,11.3
070970,20.0
070930,0.645
060420,0.0
060240,0.0
050800,0.0
040790,0.71
030719,0.0
030619,0.0
030564,0.25
030544,0.0
030486,0.0
030475,0.0
030457,0.0
030444,0.0
030443,0.0
030367,0.0
030324,0.0
030244,0.0
021092,2.3
010231,0.0
960830,2.75
950822,0.0
940370,0.0
940171,0.0
940139,0.0
920991,2.1
910229,4.13153846153846
903020,0.0
902781,0.0
902620,0.0
901380,4.28
900410,2.0
900220,0.0
880212,0.0
871639,0.0
870530,0.0
870490,25.0
870422,14.5
870310,2.5
870192,0.0
860729,3.1
854913,0.0
853340,0.0
853290,0.0
853090,0.0
853080,0.0
852990,0.0
852581,0.0
852419,0.0
851830,0.0
851030,4.2
850239,1.25
848030,2.8
847480,0.0
847340,0.5
846591,3.0
846225,4.4
845959,4.2
845939,4.2
845521,0.0
845190,3.5
845012,2.6
844530,0.0
844317,2.2
844312,0.0
844311,1.65
844240,0.0
844090,0.0
843850,2.8
843790,0.0
843320,0.0
843311,0.0
843049,0.0
842490,0.725
842449,2.4
842240,0.0
842119,0.65
841830,0.0
841581,0.5
841459,0.766666666666667
841381,0.0
841360,0.0
841320,0.0
841290,0.0
841012,3.8
840729,0.0
820150,3.03
820110,0.0
811299,3.6
760611,2.85
740921,1.9
731829,2.8
731511,0.0
731441,0.0
731419,0.0
730830,0.0
730661,0.0
730490,0.0
730423,0.0
730120,0.0
722820,0.0
722720,0.0
722550,0.0
721990,0.0
720839,0.0
710820,0.0
710110,0.0
701720,6.7
701590,0.0
701349,12.6166666666667
701341,10.625
690490,0.0
681591,0.0
681512,0.0
680610,3.9
640351,5.875
630900,0.0
630690,4.0
630590,6.2
630492,6.3
630392,11.3
630239,4.3
621320,10.15
621111,13.1
620452,8.1
620349,10.0666666666667
620220,15.554
610590,7.13333333333333
610429,19.5966666666667
610329,18.1633333333333
600631,10.0
600330,10.85
590210,5.8
580710,5.23333333333333
560790,1.94
551612,14.9
551411,14.9
540824,12.0
540754,14.9
540331,10.0
540234,8.4
540219,8.4
520790,5.0
510510,5.91
510121,1.19428571428571
491199,0.0
481099,0.0
481032,0.0
480524,0.0
480269,0.0
470419,0.0
470100,0.0
460219,4.80714285714286
460199,3.0
441899,2.13333333333333
441879,3.2
440711,0.0
440397,0.0
420330,2.7
411390,2.45
411200,2.0
410711,2.75
410632,4.2
410449,2.62
401170,0.0
401150,0.0
401036,4.74
401011,3.3
400932,1.25
400922,1.25
400690,1.35
400291,0.0
400220,0.0
392530,4.3
392094,5.8
392062,4.2
391212,5.6
390931,6.5
390710,3.25
390440,5.3
390130,2.65
382751,3.7
382410,6.0
382312,4.36
382100,5.0
370296,3.7
350520,4.06
340399,6.5
340319,3.0
340111,0.0
320910,5.1
300590,0.0
293723,0.0
293719,0.0
293712,0.0
293628,0.0
293625,0.0
293311,3.25
293219,2.55
292512,0.0
292215,6.5
291611,4.2
291529,2.14
291521,1.8
291040,2.4
290960,4.9
290920,1.85
290621,5.5
290491,3.7
290431,3.7
290347,1.85
290313,5.5
284690,0.925
284170,4.0
283919,1.1
283911,1.1
283691,3.7
283340,3.4
283190,5.5
283010,3.7
282759,1.8
282110,3.7
281512,0.0
281410,0.0
280700,0.0
280530,5.0
280512,3.0
280450,0.0
280429,3.7
261710,0.0
261000,0.0
260111,0.0
251511,0.0
250700,0.0
240290,4.06
220840,13.2575
220110,0.39
200899,5.72391304347826
200840,15.3
200591,5.6
190520,0.0
190300,0.145
190240,6.4
180320,0.08
170310,0.675
160241,2.52666666666667
151190,0.0
150890,1.98
130219,0.333333333333333
121294,0.0
121291,6.31
120730,0.0
110319,3.26333333333333
100840,1.1
090422,0.67
090112,0.0
080540,1.23
080510,2.06
080222,2.24
080119,0.0
071290,6.47363636363636
050710,0.0
050590,1.15
030890,0.0
030772,0.0
030751,0.0
030693,3.75
030543,0.0
030446,0.0
030363,0.0
030359,0.0
030326,0.0
030323,0.0
030222,0.0
030221,0.0
030192,0.0
020890,1.845
020442,0.245
020319,0.195
020311,0.0
010631,1.8
010512,0.38
970400,0.0
970192,0.0
970191,0.0
970122,0.0
961610,0.0
961519,6.95666666666667
961511,5.838
961220,3.5
960330,0.866666666666667
950840,0.0
950420,0.0
940511,2.56666666666667
910211,5.04
903289,0.75
902990,3.625
902680,0.0
902480,0.0
902190,0.0
901390,5.125
901310,5.4
900890,1.45
900219,0.0
900211,1.58333333333333
900120,0.0
890790,0.0
880790,0.0
880624,0.0
871610,0.0
871190,0.0
871110,0.0
870850,1.5
870520,0.0
870350,2.5
860799,2.95
860711,0.0
860500,14.0
860290,0.0
854091,3.6
852872,2.83181818181818
851439,0.65
850660,2.7
848190,2.75
848010,3.8
847890,0.0
847330,0.0
847290,0.0
847141,0.0
847010,0.0
846791,0.0
846330,4.4
845949,4.2
845811,4.4
844833,3.3
844629,0.0
844339,0.0
843710,0.0
843359,0.0
843221,0.0
843050,0.0
842951,0.0
842790,0.0
841919,0.0
841460,0.0
841451,2.35
841191,0.0
840590,0.0
840510,0.0
840420,5.0
830150,3.1
821191,6.50142857142857
820510,6.2
820291,0.0
820140,3.1
811292,1.99
810197,2.8
761290,2.85
750300,0.0
741110,2.25
740821,3.0
740100,0.0
732189,0.0
732020,3.55
731822,0.0
730439,0.0
722699,0.0
722619,0.0
722591,0.0
720836,0.0
710429,3.0
701980,4.6
700721,3.26666666666667
691490,2.8
691390,1.5
690723,9.4
681519,0.0
680790,2.7
660390,2.6
640299,24.4135
630510,0.0
630110,11.4
621790,8.45
621440,5.3
621143,16.0
621142,8.1
621112,6.83333333333333
620620,10.8666666666667
620463,11.8384615384615
620462,8.3
620441,10.4
620431,12.5
620290,1.4
611300,5.45
580121,20.2
570329,6.25
551030,7.5
550931,9.0
550810,11.4
550630,5.0
550610,5.0
540791,17.3
540233,8.4
521141,8.1
521051,12.5666666666667
520912,6.5
520842,9.3
520541,5.0
520511,4.35
520100,5.0975
510211,2.075
500100,0.0
481940,0.0
481320,0.0
481031,0.0
470620,0.0
460194,3.1
460192,4.65
450490,0.0
441251,4.0
441234,7.03333333333333
440799,0.0
440324,0.0
440290,0.0
430400,6.5
420600,2.46666666666667
420321,2.81666666666667
410150,2.34285714285714
401700,1.35
401180,2.46666666666667
400942,1.25
400231,0.0
382712,3.7
381190,6.5
381119,6.5
370254,3.7
340520,0.0
340290,2.875
330741,2.4
330119,1.35
321490,1.625
010130,6.8
010391,0.0
020110,13.86
030247,0.0
030319,0.0
030329,0.0
030333,0.23
030366,0.0
030384,0.0
030389,0.0
030616,0.0
030617,0.0
030712,0.0
030791,0.0
030792,0.0
040640,14.0542857142857
050100,1.4
060210,4.8
070955,20.38
071410,9.6
080231,7.07
080292,0.15
081320,7.26
090932,0.0
091030,0.0
100199,0.82
120810,1.9
121221,0.0
150940,0.995
160239,6.4
160249,2.804
170290,6.71625
190532,0.0
200210,12.5
200310,10.61
200560,14.9
200570,1.9325
200819,5.85111111111111
200830,4.50133333333333
220300,0.0
220430,0.22
230310,1.4
240499,2.5
260400,0.0
281111,0.0
281119,2.16666666666667
281217,3.7
281390,1.23333333333333
282490,4.56666666666667
282720,0.0
282731,1.5
282741,3.9
290124,0.0
290319,2.86
290321,5.5
290323,3.4
290362,5.4
290377,1.85
291100,1.76666666666667
291440,2.82857142857143
291511,5.5
291736,6.5
291822,4.33333333333333
292024,1.85
292112,0.0
293214,1.85
293352,0.0
293750,0.0
294120,1.75
300439,0.0
300449,0.0
340130,1.33333333333333
350220,0.0
350400,4.5
350510,0.36
360360,0.2
370242,3.7
370390,3.25
370610,0.7
380510,5.0
380852,6.5
380862,5.75
381210,5.75
381511,0.0
382520,0.0
390530,3.2
390750,6.5
390761,3.25
390799,2.16666666666667
391990,6.15
392069,4.2
392620,2.41666666666667
400219,0.0
400811,1.65
400821,0.0
401039,4.27142857142857
401120,3.7
410530,2.0
410792,3.2
440312,0.0
440322,0.0
440721,0.0
440729,0.0
441231,7.0
441821,4.8
441829,4.8
470693,0.0
480262,0.0
480449,0.0
480591,0.0
482010,0.0
482040,0.0
482210,0.0
510220,0.0
510720,6.0
511111,14.0
520524,9.9
520527,12.0
520543,8.6
520643,9.2
520819,8.6
520849,8.125
530820,0.0
540710,13.6
551611,14.9
560210,11.3
560290,6.42
560819,6.75
580131,17.2
580610,6.75
580900,14.9
590610,2.9
591120,1.1
600610,10.0
600622,10.0
610331,10.16
610712,14.9
610811,14.9
611710,7.975
620332,6.1
620469,11.1333333333333
620630,9.3
620811,14.9
621020,5.1
621040,5.1
630140,8.5
630221,10.5
630253,11.3
630420,5.8
640219,15.2966666666667
640399,6.41666666666667
640411,21.3285714285714
680423,0.0
681410,2.7
700510,2.2
701510,0.0
701911,4.9
710590,0.0
711230,0.0
720917,0.0
720928,0.0
721669,0.0
721922,0.0
721934,0.0
